Price,Make,Model,Year,Mileage,Fuel Type,Body Type,Engine Size (Litres),Power
1995,Peugeot,307,2006,153000,Petrol,Cabriolet,1.6,
10995,Toyota,Auris,2013,96000,Diesel,Hatchback,1.4,90
450,Skoda,Octavia,2007,,Petrol,Hatchback,1.4,
10995,Honda,Fit,2015,104607.1,Petrol Hybrid,Hatchback,1.5,
8350,Audi,A1,2011,219000,Petrol,Hatchback,1.2,86
31173,Renault,Clio,2022,0,Petrol,Hatchback,1,100
15151.5,Mini,Cooper,2019,57080.07112,Petrol,Hatchback,1.5,
14000,Ford,Mustang Mach ll,1974,,Petrol,Hatchback,2.3,
15350,Volkswagen,Golf,2016,218736.6648,Diesel,Hatchback,1.6,105
,Toyota,Landcruiser,2006,278901,Diesel,SUV,3,
,Nissan,Juke,2011,100000,Petrol,SUV,1.6,117
25950,Renault,Kadjar,2019,33419,Diesel,SUV,1.5,110
10992.15,Mitsubishi,L200,2010,149668.62,Diesel,Pick Up,2.5,
34950,Toyota,Landcruiser,2019,106000,Diesel,Van,2.8,
16900,Ford,Focus,2017,101302,Diesel,Hatchback,1.5,95
29495,Hyundai,i30,2023,0,Petrol,Hatchback,1,
54950,Mercedes,E-Class,2020,28000,Diesel,Saloon,1.9,150
23950,Volkswagen,T-CROSS,2019,37442,Petrol,Estate,1,95
27450,Peugeot,3008,2018,44000,Petrol,MPV,1.2,130
43950,Volkswagen,Sharan,2020,40000,Diesel,MPV,2,150
23950,Toyota,Proace,2022,27120,Diesel,Van,1.5,
25995,Nissan,Qashqai,2018,87161,Diesel,MPV,1.5,110
31950,Skoda,Superb,2018,38000,Diesel,Saloon,2,150
2395,Opel,Zafira,2008,160000,Petrol,MPV,1.6,
20475,Volkswagen,Amarok,2016,125082.7328,Diesel,Pick Up,2,
20950,Volkswagen,Polo,2021,16000,Petrol,Hatchback,1,80
9950,Mitsubishi,L200,2011,321868,Diesel,Crew Cab,2.5,
10900,Toyota,Prius,2017,131965.88,Petrol Hybrid,Hatchback,1.5,112
28500,KIA,Sorento,2016,88250,Diesel,SUV,2.2,200
5250,Volkswagen,Golf,2011,289681.2,Diesel,Hatchback,2,140
20950,Audi,A4,2017,178636.74,Diesel,Estate,2,
53995,BMW,X5,2016,155449.3693,Diesel,SUV,3,258
34995,Renault,Arkana,2022,8500,Petrol,Hatchback,1.6,145
28450,Ford,S-MAX,2017,109210,Diesel,MPV,2,
12750,Peugeot,308,2017,92546,Diesel,Hatchback,1.6,100
,Nissan,Qashqai,2013,233742,Diesel,MPV,1.5,110
24950,Hyundai,Tucson,2018,114262,Diesel,MPV,1.7,115
35950,Mercedes,C-Class,2019,108680,Diesel,Saloon,1.6,122
13950,Hyundai,ix35,2015,189902,Diesel,SUV,1.7,115
33950,Volkswagen,Passat,2020,23335,Diesel,Saloon,1.6,
32950,BMW,4-Series,2018,117482,Diesel,Saloon,2,190
40950,Volvo,XC60,2017,53913,Diesel,SUV,2,190
35168,Renault,Captur,2022,0,Petrol,Crossover,1,90
,KIA,Ceed,2016,139000,Diesel,Estate,1.6,136
43695,Hyundai,Tucson,2022,0,Diesel,SUV,1.6,
10990,Volkswagen,Golf,2012,88513.7,Petrol,Hatchback,1.2,85
22750,Jeep,Compass,2018,77500,Petrol,SUV,2.4,170
20195,Hyundai,i10,2022,10,Petrol,Hatchback,1,
22950,Hyundai,Kona,2019,8477,Petrol,Hatchback,1,120
11999,Volkswagen,Golf,2014,209214.2,Diesel,Hatchback,1.6,105
12999,KIA,Optima,2014,167371.36,Diesel,Saloon,1.7,134
6995,Audi,A5,2009,226916.94,Diesel,Coupe,3,
18999,Hyundai,i30,2019,51000,Petrol,Hatchback,1.4,100
15999,Hyundai,ix35,2015,129000,Diesel,SUV,2,136
20999,Mercedes,A-Class,2017,150000,Diesel,Hatchback,1.5,109
3950,Nissan,280ZX,1980,,Petrol,Hatchback,2.8,
18490,Dacia,Duster,2019,107345,Diesel,SUV,1.5,115
26950,Mercedes,Sprinter,2018,186079.9375,Diesel,Van,2.1,
8999,Toyota,Auris,2012,110000,Petrol,Hatchback,1.3,101
7900,Volkswagen,Golf,2012,170000,Petrol,Estate,1.4,122
8999,Honda,Fit,2013,101000,Petrol Hybrid,Hatchback,1.3,
9999,Ford,Mondeo,2014,132000,Diesel,Hatchback,1.6,115
9999,Dacia,Sandero,2016,112000,Diesel,Hatchback,1.5,90
17999,Audi,A4,2015,83000,Diesel,Saloon,2,136
6999,Renault,Megane,2012,220000,Diesel,Estate,1.5,105
6999,Opel,Astra,2011,135000,Petrol,Hatchback,1.4,100
7900,Ford,Transit,2015,283243.84,Diesel,Van,1.6,
5999,Ford,Focus,2011,193120.8,Diesel,Hatchback,1.6,109
15999,Hyundai,i30,2017,140000,Diesel,Hatchback,1.6,110
7999,Dacia,Duster,2013,130000,Diesel,SUV,1.5,107
6999,Mitsubishi,Colt,2012,120000,Petrol,MPV,1.1,75
16200,Ford,Kuga,2019,193120.8,Diesel,Van,1.5,
8499,Vauxhall,Corsa,2014,101000,Petrol,Hatchback,1.2,
3950,Volkswagen,Caddy,2006,299337.24,Diesel,Van,1.9,
15999,SEAT,Leon,2017,97000,Diesel,Hatchback,1.6,90
13999,Peugeot,308,2017,128000,Diesel,Estate,1.6,100
5900,Renault,Fluence,2012,175005,Diesel,Saloon,1.5,90
10900,SEAT,Toledo,2015,129000,Diesel,Saloon,1.6,105
8500,Ford,Fiesta,2015,201100,Diesel,Hatchback,1.5,75
7900,Skoda,Citigo,2016,228000,Petrol,Hatchback,1,60
,Skoda,Octavia,2016,102000,Diesel,Hatchback,2,184
23950,Nissan,Qashqai,2018,77000,Diesel,Hatchback,1.5,110
14900,Renault,Megane,2017,151000,Diesel,Saloon,1.5,110
23950,Renault,Megane,2020,10719,Petrol,Hatchback,1.3,140
36,Opel,Movano,2022,,Diesel,Van,,
19890,Honda,HR-V,2016,117715.1743,Hybrid,Crossover,1.5,
30900,BMW,5-Series,2018,121600,Diesel,Saloon,2,190
16900,Opel,Crossland X,2018,59500,Petrol,SUV,1.2,81
13004,Renault,Kangoo,2019,130181,Diesel,Van,1.5,
20995,Ford,Focus,2019,99376.745,Diesel,Hatchback,1.5,
14900,SEAT,Ibiza,2018,75150,Petrol,Hatchback,1,95
6750,Ford,Fiesta,2017,170000,Diesel,Van,1.5,
12500,Renault,Clio,2017,65247,Petrol,Hatchback,1.1,75
14500,Mercedes,S-Class,2012,242651,Diesel,Saloon,3,
8900,Peugeot,208,2015,67600,Petrol,Hatchback,1,68
32900,Nissan,X-Trail,2018,18225,Diesel,SUV,1.6,
7800,Opel,Zafira,2014,181000,Diesel,MPV,1.7,110
41950,Volkswagen,Tiguan,2020,57000,Diesel,SUV,2,150
10900,Toyota,Aqua,2017,131965.88,Petrol Hybrid,Hatchback,1.5,112
13900,Honda,Jazz,2017,119100,Petrol,Hatchback,1.3,102
12250,Nissan,Navara,2011,305774.6,Diesel,Crew Cab,2.5,
1575,Toyota,Yaris,2005,191511.46,Petrol,Hatchback,1.3,
16995,Renault,Captur,2018,81854.25108,Diesel,Hatchback,1.5,90
1950,Ford,Focus,2007,180339,Petrol,Hatchback,1.4,
,Ford,Fiesta,2012,185156,Diesel,Hatchback,1.4,70
24950,Nissan,Qashqai,2019,123012,Diesel,MPV,1.5,
64593,Audi,A6,2022,15,Diesel,Saloon,2,
14450,KIA,Optima,2015,122000,Diesel,Saloon,1.7,134
8250,Ford,Focus,2013,179000,Diesel,Hatchback,1.6,95
12700,Opel,Astra,2016,114000,Diesel,Hatchback,1.6,110
15500,Volkswagen,Transporter,2018,241401,Diesel,Van,2,
25995,Audi,A6,2017,166000,Diesel,Saloon,2,150
5750,Opel,Astra,2013,210239.3496,Diesel,MPV,1.7,110
5200,Audi,S3,2002,241000,Petrol,Hatchback,1.8,
19773,Nissan,Navara,2018,122309.84,Diesel,Pick Up,2.3,
4250,BMW,5-Series,2007,265541.1,Diesel,Saloon,3,
12500,BMW,5-Series,2012,162543.34,Diesel,Saloon,2,184
10950,Honda,Fit,2015,112653.8,Petrol,Hatchback,1.3,
10950,Nissan,Qashqai,2014,199558.16,Diesel,Hatchback,1.5,110
18999,Volvo,XC60,2015,186683.44,Diesel,SUV,2,190
13950,Vauxhall,Insignia,2017,197948.82,Diesel,Hatchback,1.6,
9450,Hyundai,i30,2014,196339.48,Diesel,Hatchback,1.6,110
19950,BMW,3-Series,2016,160773.066,Petrol Plug-in Hybrid,Saloon,2,
18999,Mercedes,C-Class,2016,194730.14,Diesel,Estate,2.1,
8450,Renault,Megane,2015,195534.81,Diesel,Estate,1.5,110
14999,Renault,Megane,2018,154496.64,Diesel,Hatchback,1.5,110
21500,BMW,X1,2017,162543.34,Diesel,Estate,2,
21500,Mitsubishi,Outlander,2017,170590.04,Petrol Hybrid,Estate,2,
28950,Opel,Grandland X,2020,56000,Diesel,SUV,1.5,130
1850,Toyota,Avensis,2007,257494.4,Petrol,Saloon,1.6,
10500,Peugeot,Partner,2018,150000,Diesel,Van,1.6,
17500,Skoda,Octavia,2017,135000,Diesel,Hatchback,2,150
14995,Nissan,Figaro,1991,96044,Petrol,Cabriolet,1,
25990,Nissan,Qashqai,2019,80537.81096,Diesel,SUV,1.5,
16900,Peugeot,2008,2019,20882,Petrol,Estate,1.2,
14650,Volkswagen,Passat,2015,154300,Diesel,Saloon,1.6,120
11950,Volkswagen,Jetta,2016,263931.76,Diesel,Saloon,2,110
4500,Land Rover,Discovery,2007,312000,Diesel,SUV,2.7,
39995,Volvo,XC40,2018,75000,Diesel,Estate,2,150
25290,Dacia,Jogger,2022,0,Petrol,Crossover,1,110
31995,Volkswagen,Tiguan,2018,87535,Diesel,SUV,2,150
1950,Hyundai,Tucson,2006,270000,Diesel,SUV,2,
2950,Isuzu,D-Max,2004,295667.9448,Diesel,Crew Cab,3,
36609,Volkswagen,Transporter,2023,1,Diesel,Van,2,
21900,Ford,Grand C-MAX,2017,99800,Diesel,MPV,2,150
2995,BMW,3-Series,2007,172000,Petrol,Saloon,1.6,
7650,SEAT,Ibiza,2013,219276,Diesel,Estate,1.2,75
1234,Mini,Cooper,2005,119640,Petrol,Hatchback,1.6,
5750,Skoda,Octavia,2010,177027.4,Diesel,Hatchback,1.6,
19250,Vauxhall,Vivaro,2020,62844.727,Diesel,Van,1.5,
26000,Volkswagen,Tiguan,2017,126985,Diesel,SUV,2,115
1550,Toyota,Avensis,2007,273587.8,Petrol,Saloon,1.6,
3250,BMW,5-Series,2007,283243.84,Diesel,Saloon,2,
23950,Opel,Grandland X,2019,56149,Petrol,MPV,1.2,130
,BMW,X3,2018,62518,Diesel,SUV,2,
8950,Nissan,Juke,2012,140000,Petrol,SUV,1.6,117
43950,BMW,5-Series,2018,95000,Diesel,Saloon,3,265
15450,Mini,Cooper,2016,115872.48,Diesel,Hatchback,1.5,
14999,SEAT,Alhambra,2014,224000,Diesel,MPV,2,115
26999,Skoda,Superb,2018,135000,Diesel,Saloon,2,150
7999,Volkswagen,Scirocco,2009,224000,Diesel,Hatchback,2,
14000,Nissan,ZX,1992,112653.8,Petrol,Coupe,3,
12500,Isuzu,Forward N75.190 Auto,2011,260,Diesel,Van,5.2,
0,Ford,Focus,2006,1,Diesel,Van,1.6,
22950,Mercedes,C-Class,2015,125000,Petrol,Saloon,2,184
7950,Opel,Mokka,2013,114000,Diesel,SUV,1.7,130
8950,Dacia,Sandero Stepway,2015,64000,Diesel,Hatchback,1.5,90
12000,Renault,Master,2015,,Diesel,Van,2.3,
7950,Nissan,Qashqai,2012,181855.42,Petrol,Hatchback,1.6,115
10900,Toyota,Yaris,2013,105000,Petrol Hybrid,Hatchback,1.5,100
7400,Volkswagen,Jetta,2012,196339.48,Diesel,Saloon,1.6,105
29950,Volkswagen,Touareg,2014,113000,Diesel,SUV,3,204
34500,Audi,A6,2019,206494,Diesel,Estate,2,204
13500,Toyota,Corolla,2015,109791,Diesel,Saloon,1.4,90
11500,Hyundai,i30,2013,170868.4558,Diesel,Hatchback,1.6,110
19000,Toyota,Prius,2017,124255,Petrol Hybrid,Hatchback,1.8,122
5999,Renault,Master,2011,200335,Diesel,Van,2.3,
59995,Volkswagen,ID.5,2022,20,Electric,Hatchback,,174
6250,Toyota,Auris,2009,76671,Petrol,Hatchback,1.6,
15999,Volkswagen,Golf,2014,121335,Petrol,Hatchback,1.4,
1750,Nissan,Almera,2004,156482.5656,Petrol,Hatchback,1.5,
11950,KIA,Carens,2014,201909.4057,Diesel,MPV,1.7,115
13999,Volkswagen,Polo,2013,92533,Petrol,Hatchback,1.4,
5750,SEAT,Ibiza,2010,220956,Diesel,Hatchback,1.4,
13999,Nissan,Qashqai+2,2014,129657,Diesel,MPV,1.6,130
10999,Hyundai,i30,2013,107042,Petrol,MPV,1.4,100
11999,Volkswagen,Polo,2013,100805,Petrol,Hatchback,1.2,105
14999,Toyota,Avensis,2017,167902,Diesel,Saloon,1.6,112
7500,Peugeot,208,2013,157715.32,Diesel,Hatchback,1.4,68
16500,KIA,Sportage,2016,155203,Diesel,SUV,1.7,
4250,Renault,Grand Scenic,2010,208673,Diesel,MPV,1.5,
3000,Volvo,V50,2008,320070,Diesel,Estate,2,
17999,Skoda,Octavia,2019,149800,Petrol,Saloon,1,115
2300,Honda,Civic,2008,333794,Petrol,Hatchback,1.8,
22900,Toyota,Hilux,2014,191511.46,Diesel,Pick Up,3,
5199,Citroen,C3,2012,124000,Petrol,Hatchback,1.4,75
17200,Ford,Focus,2019,177000,Diesel,Estate,1.5,120
14999,Ford,Focus,2015,87468,Diesel,Hatchback,1.6,95
3750,Mazda,3,2010,291000,Diesel,Saloon,1.6,
13499,Volkswagen,Polo,2016,78751,Petrol,Hatchback,1.2,
12499,Volkswagen,Golf,2013,142607,Petrol,Hatchback,1.2,
15999,Volkswagen,Golf,2015,99051,Petrol,Hatchback,1.2,
14999,Volkswagen,Golf,2014,111101,Petrol,Hatchback,1.2,
15999,Volkswagen,Golf,2015,89237,Petrol,Hatchback,1.2,
21000,Toyota,Prius,2016,120213,Petrol Hybrid,Estate,1.8,
15999,Volkswagen,Polo,2016,17000,Petrol,SUV,1.2,
24750,KIA,Sorento,2015,184910,Diesel,SUV,2.2,200
14499,Volkswagen,Polo,2016,96066,Petrol,Hatchback,1.2,90
7950,Nissan,Qashqai+2,2012,239226,Diesel,MPV,1.5,110
15000,Toyota,Prius,2015,,Petrol Hybrid,Hatchback,1.8,
14750,Dacia,Sandero,2019,34198.475,Petrol,Hatchback,1,
20999,Ford,Focus,2018,46235,Petrol,Hatchback,1,125
24999,Mitsubishi,Outlander,2016,113987.9429,Petrol Plug-in Hybrid,SUV,2,203
8999,Honda,Fit,2013,,Petrol Hybrid,Hatchback,1.3,
8500,Peugeot,508,2014,282894,Diesel,Estate,1.6,115
11750,Volkswagen,Golf,2014,262284,Diesel,Hatchback,1.6,105
11990,Honda,Fit,2016,90571,Hybrid,Hatchback,1.5,
20888,Renault,Captur,2019,62041,Diesel,Hatchback,1.5,90
54995,BMW,X5,2017,122229,Diesel,SUV,2,231
8482.5,Vauxhall,Vivaro,2017,162865.208,Diesel,Van,1.6,
22000,BMW,5-Series,2014,164000,Diesel,Saloon,2,184
8450,Volkswagen,Golf,2011,205638.2465,Petrol,Hatchback,1.4,
3000,Volkswagen,Golf,2008,249179,Diesel,Hatchback,1.9,
28950,Opel,Crossland X,2022,1,Petrol,SUV,1.2,83
25000,Audi,TT,2016,108744,Diesel,Coupe,2,184
45840,Mercedes,SL-Class,2014,112010.064,Petrol,Cabriolet,3.5,306
19890,Volkswagen,Amarok,2016,,Diesel,Pick Up,2,
26319.15,Jaguar,F-Pace,2017,131965.88,Diesel,SUV,2,
26450,Mercedes,A-Class,2018,76001,Petrol,Estate,1.6,102
6750,Nissan,Qashqai,2011,106532,Diesel,Hatchback,1.5,106
11950,Peugeot,2008,2015,103001,Diesel,Hatchback,1.6,92
13450,Renault,Clio,2018,94002,Diesel,Hatchback,1.5,90
5950,Opel,Insignia,2012,229787,Diesel,MPV,2,130
19450,Audi,A4,2015,123002,Diesel,Saloon,2,120
27950,Mercedes,E-Class,2016,133002,Diesel,Saloon,2,194
20950,Audi,A4,2016,103379,Diesel,Saloon,2,150
22295,Mazda,6,2017,122000,Diesel,Saloon,2.2,175
29320,Renault,Captur,2022,0,Petrol,Hatchback,1,
27450,BMW,X3,2016,111003,Diesel,Estate,2,150
2950,Suzuki,SX4,2009,275000,Petrol,SUV,1.5,
24950,Volkswagen,T-Roc,2018,53000,Petrol,Estate,1,115
39950,Land Rover,Discovery Sport,2018,65001,Diesel,SUV,2,150
26950,Ford,Kuga,2019,105001,Diesel,Hatchback,1.5,120
27500,Volkswagen,Transporter,2017,44767,Diesel,Van,2,
15950,Opel,Insignia,2016,82001,Diesel,Hatchback,1.6,136
28950,Mercedes,E-Class,2016,102002,Diesel,Saloon,2,194
4950,Opel,Insignia,2011,214854,Diesel,Saloon,2,130
11950,Ford,Mondeo,2014,130002,Diesel,Hatchback,1.6,115
7950,Mazda,3,2012,193340,Diesel,Hatchback,1.6,115
8900,Mazda,2,2014,107825.78,Petrol,Hatchback,1.3,63
7950,Opel,Astra,2012,155857,Petrol,Hatchback,1.4,100
7950,Opel,Insignia,2013,237000,Diesel,MPV,2,130
6950,SEAT,Ibiza,2012,158122,Petrol,Hatchback,1.2,70
7950,Honda,Civic,2010,139000,Petrol,Hatchback,1.3,
21350,Land Rover,Discovery,2013,332397,Diesel,SUV,3,209
23995,Suzuki,Vitara,2020,19500,Petrol,SUV,1,111
2950,Renault,Fluence,2011,248,Diesel,Saloon,1.5,90
,Opel,Crossland X,2022,5,Diesel,MPV,1.5,
10250,Volkswagen,Passat,2015,285000,Diesel,Saloon,1.6,120
9490,Ford,Fiesta,2014,124044.7085,Petrol,Hatchback,1.2,60
8900,Mazda,Demio,2014,107825.78,Petrol,Hatchback,1.3,63
11450,Volkswagen,Polo,2015,116000,Petrol,Hatchback,1,60
12250,Nissan,Qashqai,2015,154000,Diesel,Hatchback,1.5,110
12950,Toyota,Auris,2016,264488,Diesel,Hatchback,1.4,90
34409,Mazda,MX-30,2022,26,Electric,SUV,,
12750,Citroen,C3,2017,72420.3,Petrol,Hatchback,1.2,82
20990,BMW,5-Series,2015,151176.5716,Diesel,Saloon,2,190
15500,Hyundai,Tucson,2017,170630,Diesel,SUV,1.7,
2450,Toyota,Hilux,2000,274321.659,Diesel,Pick Up,2.4,
11999,Skoda,Superb,2015,305774.6,Diesel,Saloon,2,150
28777,KIA,Sportage,2019,,Diesel,SUV,1.6,115
9995,Volkswagen,Polo,2013,136793.9,Petrol,Hatchback,1.2,60
3250,Mercedes,Other,2009,209214.2,Diesel,Van,2.1,
1150,Volkswagen,Golf,2004,225307.6,Petrol,Hatchback,1.4,
4450,Vauxhall,Zafira,2011,,Diesel,MPV,1.7,
26900,Audi,A3,2018,99779.08,Diesel,Saloon,1.6,
28995,Nissan,X-Trail,2018,98680,Diesel,SUV,1.6,130
15250,Ford,Transit Custom,2017,185074.1,Diesel,Van,2,
15950,Toyota,Corolla,2017,149500,Diesel,Saloon,1.4,90
18500,Ford,Transit,2018,120000,Diesel,Van,2,
18500,Ford,Transit,2017,143231.26,Diesel,Van,2,
8716.5,Volkswagen,Jetta,2015,168980.7,Diesel,Saloon,2,
8250,Vauxhall,Vivaro,2015,289681.2,Diesel,Van,1.6,
43290,Land Rover,Range Rover Velar,2018,36266.4769,Diesel,SUV,2,180
19999,Ford,Transit,2018,193120.8,Diesel,Van,2,
29120,Renault,Captur,2022,0,Petrol,Hatchback,1,
14500,Ford,Transit Custom,2017,222088.92,Diesel,Van,2,
,Citroen,C5,2009,,Diesel,Saloon,2,
14950,Nissan,Qashqai,2016,163956.3405,Diesel,SUV,1.5,110
15950,Vauxhall,Insignia,2018,174645.5768,Diesel,Hatchback,1.6,
11950,Vauxhall,Astra,2017,174595.6873,Diesel,Hatchback,1.6,
12950,Vauxhall,Insignia,2017,197160.2434,Diesel,Hatchback,1.6,
7950,Vauxhall,Astra,2015,230473.5814,Diesel,Hatchback,1.6,
15950,Ford,Mondeo,2018,174146.6814,Diesel,Hatchback,1.5,120
15650,Vauxhall,Insignia,2018,176256.5261,Diesel,Hatchback,1.6,
8950,Vauxhall,Astra,2015,161537.5025,Diesel,Hatchback,1.6,
8950,Vauxhall,Astra,2015,181116.7329,Diesel,Hatchback,1.6,
22450,BMW,X1,2017,158000,Diesel,SUV,2,150
19900,Volkswagen,Golf,2016,170003,Hybrid,Hatchback,1.4,204
47500,Audi,A6,2020,35380,Diesel,Saloon,2,204
18900,Citroen,Grand C4 Picasso,2016,96560,Diesel,MPV,1.6,112
595,Ford,Focus,2006,270,Petrol,Hatchback,1.6,
18950,Renault,Grand Scenic,2018,181181.1065,Diesel,MPV,1.5,110
11950,Ford,Focus,2016,162945.675,Diesel,Hatchback,1.5,120
19900,Citroen,Grand C4 Picasso,2017,80467,Diesel,MPV,1.6,120
16950,Nissan,Qashqai,2018,170928.0014,Diesel,SUV,1.5,
11950,Ford,Fiesta,2017,198351.155,Diesel,Hatchback,1.5,120
7900,Renault,Grand Scenic,2012,160934,Diesel,MPV,1.5,
10950,Vauxhall,Insignia,2017,199751.2808,Diesel,Estate,1.6,
10950,Nissan,Note,2015,96002,Petrol,MPV,1.2,80
12950,Nissan,Qashqai,2015,213012.2424,Diesel,SUV,1.5,
12900,Nissan,Qashqai+2,2013,128747,Diesel,MPV,1.6,
13950,Nissan,Qashqai,2017,179468.7688,Diesel,SUV,1.5,110
15950,Nissan,Qashqai,2018,192348.3168,Diesel,SUV,1.5,110
6900,Audi,Q7,2007,321868,Diesel,MPV,3,
14950,Nissan,Qashqai,2016,190561.9494,Diesel,SUV,1.6,
4900,KIA,Venga,2010,128747,Diesel,MPV,1.4,
11500,Hyundai,i40,2016,166000,Diesel,Saloon,1.7,115
4900,Ford,Fiesta,2010,128747,Diesel,MPV,1.4,
9900,Volkswagen,Golf,2013,209214,Diesel,Estate,1.6,
9900,Honda,Fit,2014,120002,Hybrid,Hatchback,1.5,
22900,Hyundai,Santa Fe,2016,160934,Diesel,Estate,2,197
31900,Volkswagen,Touran,2019,107002,Diesel,MPV,2,150
7895,Toyota,Yaris,2012,122000,Petrol,Hatchback,1,69
27900,Audi,Q5,2015,112654,Diesel,Estate,2,
16900,Citroen,Grand C4 Picasso,2016,179004,Diesel,MPV,1.6,92
21000,Ford,Focus,2019,105000,Diesel,Hatchback,1.5,120
5000,Jeep,Cherokee,1998,160934,Diesel,SUV,2.5,
36900,BMW,7-Series,2016,110002,Diesel,Saloon,3,265
34900,Skoda,Kodiaq,2019,70001,Diesel,Estate,2,150
12999,Ford,Fiesta,2014,114880,Petrol,Hatchback,1.2,60
56950,Skoda,Kodiaq,2021,14000,Diesel,SUV,2,200
12900,Citroen,Grand C4 Picasso,2014,96002,Diesel,MPV,1.6,
12700,Peugeot,5008,2015,160934,Diesel,MPV,1.6,
15900,Citroen,Grand C4 Picasso,2015,100001,Diesel,MPV,1.6,92
9900,BMW,5-Series,2010,144841,Diesel,Saloon,2,
18900,Mitsubishi,Outlander,2014,160757,Diesel,Estate,2,150
14900,Ford,S-MAX,2014,128747,Diesel,MPV,2,
19900,SEAT,Alhambra,2015,128747,Diesel,MPV,2,
6450,Audi,A5,2011,320258.66,Diesel,Coupe,2,170
30297,Hyundai,Tucson,2020,20917,Diesel,SUV,1.6,116
8990,Volkswagen,Up!,2013,62545.38976,Petrol,Hatchback,1,75
10900,Toyota,Verso,2013,159309,Diesel,MPV,2,126
20900,Volkswagen,Sharan,2015,128747,Diesel,MPV,2,
4900,Hyundai,ix20,2010,128747,Diesel,MPV,1.4,
2900,Opel,Zafira,2008,177027,Diesel,MPV,1.8,
35168,Dacia,Jogger,2022,0,Petrol,Crossover,1,110
10800,KIA,Sorento,2011,225308,Diesel,MPV,2,
42995,BMW,2-Series,2021,12558,Petrol,Coupe,1.5,140
6900,Opel,Zafira,2013,107826,Diesel,MPV,1.7,
4900,Honda,Stream,2008,176004,Petrol,MPV,1.8,
9900,Toyota,Verso,2014,199005,Diesel,MPV,1.6,112
19000,BMW,5-Series,2014,277000,Diesel,Saloon,2,184
23000,Audi,A6,2015,215973.428,Diesel,Saloon,2,
8750,SEAT,Ibiza,2014,83612,Diesel,MPV,1.2,75
9750,Nissan,Juke,2014,160000,Petrol,SUV,1.6,117
19900,KIA,Optima,2018,96560,Diesel,Estate,1.7,141
24995,Skoda,Karoq,2018,81000,Petrol,Estate,1,115
29495,Skoda,Karoq,2021,31583.2975,Diesel,SUV,2,115
16900,Ford,Galaxy,2014,144841,Diesel,MPV,2,140
39950,Volvo,V90,2019,55000,Diesel,Estate,2,150
,BMW,4-Series,2017,81745,Diesel,Coupe,2,
22900,Mitsubishi,Outlander,2015,93342,Diesel,SUV,2,
15750,Hyundai,Tucson,2016,172000,Diesel,SUV,1.7,115
20950,Audi,A3,2018,162543.34,Diesel,Hatchback,1.6,
13950,Volvo,S60,2015,177000,Diesel,Saloon,2,181
11950,Hyundai,i30,2016,120000,Diesel,Hatchback,1.4,90
29320,Renault,Captur,2022,0,Petrol,Hatchback,1,100
22450,Hyundai,Kona,2019,25742,Petrol,MPV,1,120
8700,Ford,Focus,2013,195,Diesel,Hatchback,1.6,95
1500,Toyota,Starlet,1989,82000,Petrol,Hatchback,1,
27950,Audi,Q2,2019,54256,Petrol,Estate,1,116
10822.5,Mitsubishi,L200,2014,133092.418,Diesel,Pick Up,2.5,
4950,Volkswagen,Passat,2011,262000,Diesel,Saloon,1.6,105
18995,Ford,Focus,2018,121096.3976,Diesel,Hatchback,1.5,
4500,Hyundai,Tucson,2010,238000,Diesel,SUV,2,
10000,Land Rover,Discovery,2011,196.33948,Diesel,SUV,3,
6450,Mitsubishi,L200,2009,340708.5434,Diesel,Crew Cab,2.5,
10450,Hyundai,i10,2018,120000,Petrol,Hatchback,1,65
38410,Citroen,Grand C4 Spacetourer,2022,0,Diesel,MPV,1.5,
10500,Renault,Megane,2016,160000,Diesel,Hatchback,1.5,95
4500,Ford,Focus,2010,119,Diesel,Hatchback,1.6,
16490,Nissan,Micra,2019,45616,Petrol,Hatchback,1,100
45900,Ford,Kuga,2022,5,Hybrid,Hatchback,2.5,190
13004,Renault,Kangoo,2019,83873,Diesel,Van,1.5,
3449,Toyota,Corolla,2006,231072,Petrol,Hatchback,1.4,
17950,Mercedes,A-Class,2014,88788.89714,Diesel,Hatchback,1.5,90
4950,Vauxhall,Astra,2010,212798.2002,Petrol,Hatchback,1.6,
70,Ford,Escort,1978,,Petrol,Coupe,,
11995,Renault,Scenic,2016,135000,Diesel,MPV,1.5,110
14495,Opel,Zafira Tourer,2015,63767,Diesel,MPV,2,101
10950,Volkswagen,Caddy,2016,258000,Diesel,Van,2,
14950,Citroen,C4 Picasso,2015,178000,Diesel,MPV,1.6,90
11980,Toyota,Hilux,2010,199558.16,Diesel,Pick Up,2.5,
8950,Peugeot,508,2012,96560.4,Diesel,Saloon,1.6,112
2450,Toyota,Yaris,2003,114263.14,Petrol,Hatchback,1,
10950,Opel,Insignia,2015,122000,Diesel,Saloon,2,170
12450,Nissan,Other,2019,80467,Petrol,Van,1,
89999,Land Rover,Range Rover,2020,33796.14,Petrol Plug-in Hybrid,SUV,2,
10000,Toyota,Other,1996,138000,Diesel,Estate,3,
10499,Toyota,Prius,2013,143000,Petrol Hybrid,Hatchback,1.8,136
14950,Citroen,C4,2017,102000,Diesel,Hatchback,1.6,92
9950,Toyota,Verso,2012,225000,Diesel,MPV,2,126
10900,Toyota,Corolla,2014,140012.58,Petrol Hybrid,Estate,1.5,110
21950,Nissan,X-Trail,2016,201167.5,Diesel,SUV,1.6,130
